Primary_id,Primary_type,Secondary_id,Secondary_type,Secondary_relation,Title,Author,Edition,Collection,fulltext_read,fulltext_search,image,Volumes,Notes,ChineseTime,Time,OpenAccess,URL
ff80808154a377100154a3a9bd5914ca,zhonghuajingdian,,,,朝野僉載,(唐)張鷟-撰;趙守儼-點校,1979年10月北京中華書局,史實\唐；逸聞軼事,y,y,y,,本書共6卷，補輯1卷，主要記載了武后一朝的事迹，對于當時政治的黑暗腐敗，酷吏的陰狠殘暴，整個官僚集團的怯懦無知，都有所揭露。作者以當時人記當時事，雖重趣味性多過準確性，但作爲第一手資料，仍有較大的參考價值。本書點校以《寶顔堂秘笈》本爲底本，與《太平廣記》《説郛》《歷代小史》諸本對校，并參考兩《唐書》《大唐新語》等書校正了底本的錯誤，又將《酉陽雜俎》《太平御覽》等書徵引本書之文不見于底本的匯爲補輯，附于書末，頗見功力。,,1979,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154a3a9bd5914ca
ff80808154a377100154b1af05bf6cdd,zhonghuajingdian,,,,明皇雜録,(唐)鄭處誨-撰;田延柱-點校,1994年9月北京中華書局,史實\唐；逸聞軼事,y,y,y,,本書共2卷，補遺1卷，逸文1卷，輯佚1卷，附録1卷，記載了唐玄宗一代雜事，偶兼及肅、代二朝史實。本書内容涉及頗富，文字生動，對我們研究開元、天寶的理亂興衰史，頗有史料價值。本次點校以上海博古齋《守山閣叢書》影印本爲底本，以《四庫全書》文淵閣影印本爲主要參校本，還參校了《太平廣記》《太平御覽》等文獻，其中若干條參校了《唐人説薈》本，此外還參考其它相關書目，并擬定標題，新編目録，較爲完善。,,1994,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154b1af05bf6cdd
ff80808154b87f93015506acffc16d9b,zhonghuajingdian,,,,東觀奏記,(唐)裴庭裕-撰;田延柱-點校,1994年9月北京中華書局,歷史\唐；政事,y,y,y,,本書分上中下3卷，專記宣宗一朝政事，凡89事。書中叙述頗有條理，在唐朝雜史中最屬翔實，故史料價值也較高，《新唐書》以及同時代其它人物傳記的編撰都據本書補充了不少事實。本次點校以繆荃孫《藕香零拾》本爲底本，以吴翌鳳抄本、《粤雅堂叢書續集》本爲通校本，以宛本《説郛》《小石山房叢書本》爲參校本，并參考了兩《唐書》等史籍以及相關文集、專著，且擬定標題，新編目録，較爲完善。,,1994,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015506acffc16d9b
ff80808154a377100154b1ad5a8d6a94,zhonghuajingdian,,,,大唐新語,(唐)劉肅-撰;許德楠-點校;李鼎霞-點校,1984年6月北京中華書局,史實\唐；逸聞軼事,y,y,y,,本書共13卷，仿《世説新語》體例，分“匡贊”“規諫”“極諫”“剛正”等三十個門類，主要收有關政治和道德教化内容的史料。本書記載唐代歷史人物的言行故事，起自唐初，下迄大曆，多取材于唐代國史舊聞。書後有“總論”一篇，表明作者的意圖：要用前事作爲鑑戒。本次點校整理以《稗海》本爲底本，以明嘉靖潘玄度刻本、《四庫》本及明人抄本殘卷爲主要對校本，并參校其他各書，擇善而從。,,1984,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154b1ad5a8d6a94
ff80808154a377100154af206cc0096d,zhonghuajingdian,,,,桯史,(宋)岳珂-撰;吴企明-點校,1981年12月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共15卷，附録1卷，是記載兩宋時代朝野見聞的一部史料筆記。本書以“公是公非”爲寫作目的，作者通過許多耳聞目擊的朝野人物言行，憤然揭露了兩宋政治的腐敗黑暗、投降派的罪惡，歌頌了諍臣戰將、布衣義士的氣節，愛憎鮮明。其所録比正史詳備，可以補闕，足資旁證，很有史料價值。本書以鐵琴銅劍樓藏元刊本爲底本，以嘉靖錢如京重刊本、《津逮秘書》本、《四庫》本、《學津討原》翻刻本等進行校勘。,,1981,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154af206cc0096d
ff80808154b87f9301550108e5081582,zhonghuajingdian,,,,西溪叢語,(宋)姚寬-撰;孔凡禮-點校,1993年12月北京中華書局,學術\宋；經史考證,y,y,y,,本書分上下2卷，共141則。本書的成就不僅在于對字義、詞義的考訂及典故出處的探討從而訂訛辨僞上，還有很高的史料價值，如對王安石熙寧新政的記載、《論海潮》全文的録入等等。此外，本書還記載了一些聲聞不彰的宋人的詩篇、古器物、古代和當代的職官制度等，是研究各有關學科的歷史所不可缺少的資料。本次點校以嘉慶間《學津討原》本爲底本，主要依據繆荃孫校本進行校勘，補入三條脱文，正誤、補脱、删衍多處，并列出異文，較爲完善。,,1993,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550108e5081582
ff80808154a377100154a5ee2ba548d1,zhonghuajingdian,,,,家世舊聞,(宋)陸游-撰;孔凡禮-點校,1993年12月北京中華書局,歷史\宋；傳記；家族,y,y,y,,本書分上下2卷，共118則。作者陸游在本書記述了其高祖陸軫、曾祖陸珪、祖父陸佃、叔祖陸傅、父親陸宰及外家唐氏等一些前輩的遺聞軼事，爲研究陸游提供了新的第一手資料。此外，本書在多處記載了徽宗朝的事，且涉及政治、經濟、交聘、典章制度、道德規範、學術、文學等各個方面，是研究宋代的重要史料。本次點校以穴硯齋寫本爲底本，以萃閔堂本爲參考，又據《長編》《永樂大典》引文進行校勘，又擬定標題，編爲目録，方便閲讀。,,1993,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154a5ee2ba548d1
ff80808154a377100154b00630be1c15,zhonghuajingdian,,,,雞肋編,(宋)莊綽-撰;蕭魯陽-點校,1983年3月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共3卷，是宋人筆記史料中比較重要的一種，内容詳實，其資料價值一向爲人們所公認。書中所記先世舊聞、當代史實，多可供史家研究，亦有可補正史之不足者；所記各地習俗、異聞瑣事以及自然科學，亦可資參考。本次點校以涵芬樓本爲底本，校以元抄本、傅增湘先生手校本、文淵閣補抄本、《琳琅秘室叢書》本，還參校了一些史集和文集，并擬定標題，編寫目録，使用方便。,,1983,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154b00630be1c15
ff80808154a377100154a3ed5af409ab,zhonghuajingdian,,,,侯鯖録,(宋)趙令畤-撰;孔凡禮-點校,2002年9月北京中華書局,史實\北宋；逸聞軼事,y,y,y,,本書共8卷，附録2卷，共374則，其記述、評論宋朝本朝人之詩詞文及有關軼事者凡一百五六十則，以蘇軾、黄庭堅爲最多，其中相當一部分作品僅靠此書得以保存。同時作者還記述了自己的詩和《商調蝶戀花鼓子詞》，後者是研究宋元説唱文學與戲劇文學的重要資料。其餘所記十分廣泛，對歷史現象等各方面進行考察，因此本書對文學史及其他多種學科的研究都有重要價值。本次整理以《知不足齋叢書》本爲底本，對照芸窗本、《稗海》本和《永樂大典》所録，并參校了鰲峰本、《庫》本、《説郛》本等多種本子，較爲完善。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154a3ed5af409ab
ff80808154a377100154ad4abe355ee6,zhonghuajingdian,,,,墨客揮犀,(宋)彭□輯-撰;孔凡禮-點校,2002年9月北京中華書局,史實\北宋；逸聞軼事,y,y,y,,本書共10卷，補遺1卷，共226則，屬于輯撰，作者不明，只知乃彭氏。本書内容主要出自《夢溪筆談》《冷齋夜話》《倦游雜録》《遁齋閒覽》四書，後兩書久佚，故本書保存了相當一部分珍貴的史料，另有一些不知出處的條目亦保存了不少有待汲取研究的歷史資料。本次點校以《稗海》本爲底本，以清抄本爲主要校本，并采用了清抄本的小標題，《類説》所收多出的6則作爲補遺附于書後，并參校《庫》本，佐以《因話録》《夢溪筆談》等本書所引書，據以校勘，用力甚勤。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154ad4abe355ee6
ff80808154a377100154ad44f9d65807,zhonghuajingdian,,,,續墨客揮犀,(宋)彭□輯-撰;孔凡禮-點校,2002年9月北京中華書局,史實\北宋；逸聞軼事,y,y,y,,本書共10卷，附録2卷，共190則，刊行于建炎二年（1128）至紹興六年（1136）之間，同《墨客揮犀》一樣屬輯撰，内容亦主要出自《夢溪筆談》《冷齋夜話》《倦游雜録》《遁齋閒覽》四書。作爲歷史研究資料，本書的内容十分豐富，尤其記載了一些如呼爲臥仙等奇異現象，可作爲探討人類生存活動的原始依據。本次點校以《稗海》本爲底本，以清抄本爲主要校本，采用了清抄本的小標題，并參校《庫》本，佐以《夢溪筆談》等所引書，較爲完善。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154ad44f9d65807
ff80808154b87f93015501818f810a9c,zhonghuajingdian,,,,封氏聞見記校注,(唐)封演-撰;趙貞信-校注,2005年11月北京中華書局,史實\唐；逸聞軼事,y,y,y,,本書共10卷，附録1卷。《聞見記》的貢獻在于作者封演很實在地記下了許多唐代的掌故，豐富了唐代的史料，其記載不僅能補史缺，還能發見前代重要發明的隱微。同時，作者不輕信、惡薄俗的寫作態度使本書内容可靠且公正，故本書是唐人筆記中較好的一部。本書校注，以雅雨堂本爲底本，以天一閣明抄本、莫本、《四庫》本等抄本，蔣本、陸本等校本，秦本、《學海》本等刻本進行校勘，還引用了相關正史、類書、筆記等各類書目，極爲完善。,,2005,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015501818f810a9c
ff80808154b87f930155011298351ff0,zhonghuajingdian,,,,墨莊漫録,(宋)張邦基-撰;孔凡禮-點校,2002年8月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共10卷，附録2卷，特點在于“漫”，一方面作者隨時把所見、所聞、所思、所考記下來，不按先後順序，一方面是範圍廣泛，内容豐富。本書爲研究我國古代文學史提供了豐富的資料，包括詩詞欣賞、詩詞考釋、文章評論和文人軼事。同時，本書在古代藝術史、文物鑑賞、古籍流傳史等方面也有重要參考價值。本次點校整理以《四部叢刊》三編影印明抄本爲底本，以正德本、《稗海》本、錢本、高本等爲校本，還用《永樂大典》所引進行校勘，并擬定標題，較爲完善。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930155011298351ff0
ff80808154a377100154ad41674552d9,zhonghuajingdian,,,,過庭録,(宋)范公偁-撰;孔凡禮-點校,2002年8月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共1卷，凡116則，主要是作者對父親訓誨的記録，其中直接提及父親的爲25則，提及范氏家族其他人的爲46則，餘則爲北宋初到南宋初一些人言行的記述。本書所記范仲淹、范純仁等的軼事，是研究范仲淹等的第一手資料。本書引録的詩多補他書所無，“名落孫山”一則已廣爲流傳，是實實在在的史料筆記。本次整理以《稗海》本爲底本，以《庫》本爲校本，底本引書一一檢核校勘，擬定標題，刊入正文，以便閲讀。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154ad41674552d9
ff80808154a377100154abcee40106e9,zhonghuajingdian,,,,可書,(宋)張知甫-撰;孔凡禮-點校,2002年8月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書未分卷，凡115則，涉及徽宗、欽宗、高宗三朝政治、軍事，是極爲珍貴的歷史資料。此外，本書還涉及文人軼事、世情趣聞、官場習俗、氣候天象、考古、術數、傳奇志怪等等。本書篇幅短小，或則要言不煩，或則意味雋永，顯示出作者很高的文學才華。本次整理以明穴硯齋抄本爲底本，以《可書》爲名，見于《張氏可書》而未見于底本的一則擬爲附録，以《庫》本爲校本，并參考《守》本、《永樂大典》殘卷進行校勘，擬定標題，刊置于正文之前。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154abcee40106e9
ff80808154a377100154af24a3760cf9,zhonghuajingdian,,,,鐵圍山叢談,(宋)蔡絛-撰;惠民-點校;沈錫麟-點校,1983年9月北京中華書局,史實\宋；逸聞軼事,y,y,y,,本書共6卷。在宋代筆記中，《叢談》是較爲重要的一種，一向爲學者所重視。它對太祖建隆至高宗紹興約二百年間的朝廷掌故，瑣聞軼事，記載大都詳盡具體，既有足以資考證、廣異聞者，又有足以訂補他書之缺誤、言前人所未言者，史料價值很高。此外，本書對官宦之争，民間之苦以及嶺南地區的風俗民情也有不同程度的揭露和記述。本次點校以《知不足齋本》爲底本，又用《學海》本、《説郛》本、《小史》本、《説庫》本參校。,,1983,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154af24a3760cf9
ff80808154a377100154a3e82e697f81,zhonghuajingdian,,,,四朝聞見録,(宋)葉紹翁-撰;馮惠民-點校;沈錫麟-點校,1989年2月北京中華書局,史實\宋；逸聞軼事,y,y,y,,本書分甲乙丙丁戊五集，凡209條，成于理學盛行時期，作者師承葉適，其學一宗于朱熹，但書中所載有涉于朱氏者，作者却能無所隱諱，故其記載公正客觀。本書在南宋史事的記録上僅次于李心傳二書，内容包括高宗、孝宗、光宗、寧宗四朝事迹，眉目清楚，史料足采，是研究南宋史不可缺少的著作之一。本次點校以乾隆戊戌年間刊刻的《知不足齋叢書》本爲底本。,,1989,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154a3e82e697f81
ff80808154b87f9301550122ac7a39f1,zhonghuajingdian,,,,容齋隨筆,(宋)洪邁-撰;孔凡禮-點校,2005年11月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共74卷，分5次完成，隨筆16卷，續筆16卷，三筆16卷，四筆16卷，五筆10卷，附録1卷。主要内容圍繞歷史，分爲評史、歷史事實的紀録和考訂、古今地理的考察等幾個大方面，同時也對經學史、小學、醫學、文學等方面多有涉略。其所引之書，約有95種不見于今。作者對涉及的很多問題都有獨到的見解，思想具有較多的唯物因素。本書以考據精確、議論高簡、淹通賅博被推爲南宋説部（筆記）之首。本書點校以《四部叢刊》本爲底本，以明抄本、馬本、祠本爲校本，并校以王校、清抄本何焯等校，參校以李本，并根據需要校對了一些引用書，非常完善。,,2005,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550122ac7a39f1
ff80808154b87f93015500f2067c75d9,zhonghuajingdian,,,,春明退朝録,(宋)宋敏求-撰;誠剛-點校,1980年9月北京中華書局,典章制度\宋；事例,y,y,y,,本書上中下3卷，附録2卷，是一部史料性較强的見聞筆記。全書内容，凡記述官誥禮儀、仕宦進擬、差除制度的約占三分之二；另外也有補唐、宋史書所遺的。因作者所見史料非一般文人所能比擬，故本書歷來受到史學家的重視，也爲今天研究宋史提供了較有價值的參考資料。本次整理以《百川學海》本爲底本，對校《學津討原》《學海類編》《歷代小史》本，同時參校《宋史》《長編》和其他宋人文集、筆記，較爲完善。,,1980,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015500f2067c75d9
ff80808154a377100154a3f58e691209,zhonghuajingdian,,,,東齋記事,(宋)范鎮-撰;汝沛-點校,1980年9月北京中華書局,史實\宋；逸聞軼事,y,y,y,,本書共5卷，補遺1卷，附録3卷，是一部有關時事見聞的筆記，旨在仿效唐人著書以述當時之事，使後人有可考證。本書所記北宋故事，典章制度，士人逸事，以及蜀地風土人情等等，受到南宋以來史家的重視，爲我們今天研究北宋史提供了一部分較爲原始的歷史資料。本次整理以《守山閣叢書》本爲底本，以《墨海金壺》本對校，并參校了《類苑》《類説》《宋史》《長編》等書，以及其他筆記、文集，又輯得佚文二十三條，作爲附録附于書後，較爲完善。,,1980,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154a3f58e691209
ff80808154a377100154af27239b127a,zhonghuajingdian,,,,涑水記聞,(宋)司馬光-撰;鄧廣銘-點校;張希清-點校,1989年9月北京中華書局,史實\宋；逸聞軼事,y,y,y,,本書共16卷，計496條，附録4卷，是司馬光平時把所見所聞所傳聞的一些與國家的軍政大事、或歷代皇帝、或文武大臣、或朝章政典、或契丹、西夏等有關事項，隨手記録下來，以備將來撰寫《通鑑後紀》之用的，後由李燾悉數收入《長編》。直至北宋滅亡，此書都未及整理，約在紹興十五年刊行，後又因秦檜之故而毁棄了最好的稿本，故本書流傳版本繁雜。但本書廣泛被引，受到南宋學者們的高度重視，足以説明其史料價值。本次整理以明抄兩卷本和清抄兩卷本爲底本，先與小山堂抄本殘卷、《學海類編》本、《聚珍版叢書》本逐一對校，又他校了《長編》等相關書目，極爲完善。,,1989,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154af27239b127a
ff80808154b87f93015501808005085c,zhonghuajingdian,,,,游宦紀聞,(宋)張世南-撰;張茂鵬-點校,1981年1月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共10卷，計108條。本書卷帙雖不多，但内容廣泛，包括當代掌故、逸聞軼事，風土人情，文物鑑賞，以及藝文、小學、考古、曆法、術數、醫藥、園藝等方面，且注重實際，不尚空談，富有史料價值，是宋末説部之佳本。本次點校以《知不足齋叢書》中十卷本爲底本，參校了《稗海》中十卷本，《説郛》中一卷本，宋人《百家小説》中一卷本，宋人《筆記小説大觀》中十卷本，較爲完善。,,1981,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015501808005085c
ff80808154b87f9301550266df6c0fec,zhonghuajingdian,,,,舊聞證誤,(宋)李心傳-撰;崔文印-點校,1981年1月北京中華書局,史評\宋,y,y,y,,本書共4卷，補遺1卷，是繼《建炎以來繫年要録》之後完成的，主要是對當時一些野史、筆記中關于宋朝掌故的某些錯誤記載進行駁正。其體例實先列原文，再加駁正，條分縷析，十分清楚。本書不僅澄清或明確了不少史實和典章制度，而且還保存了不少資料，對研究宋史頗有裨益。本次整理以《藕香零拾》本爲底本，參校《函海》和《榕園叢書》二本，個别原引文不通或有可疑之處，還檢核了原書，較爲完善。,,1981,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550266df6c0fec
ff80808154b87f930154d4077d367fa4,zhonghuajingdian,,,,北夢瑣言,(五代)孫光憲-撰;賈二强-校點,2002年6月北京中華書局,史實\唐；逸聞軼事,y,y,y,,本書共20卷，逸文4卷，逸文補遺1卷，附録2卷，是公認的記載晚唐武宗以後下迄五代史事，包括朝野佚聞、風土民情諸多方面的重要文獻，歷來受到研治其時文史者的重視。作者感于唐武宗後秘籍亡散，便在游處之間，專于博訪，故本書所得多源自交友，瑣細形言，故曰“瑣言”。本次點校以繆本爲底本，以傅增湘所校明刻本主校，并用商本、盧本以及《太平廣記》和其他有關文獻覆校，也參考了林氏點校本的校記。逸文四卷則以中華書局斷句本爲底本，并用《廣記》覆校，并補注標題，又收集各處逸文，編爲補遺一卷，較爲完善。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930154d4077d367fa4
ff80808154a377100154b0023a00157e,zhonghuajingdian,,,,唐語林校證,(宋)王讜-撰;周勛初-校證,2008年1月北京中華書局,史實\唐；逸聞軼事,y,y,y,,本書共8卷，輯佚1卷，附録1卷。《唐語林》綜采五十種唐人小説，仿《世説新語》分門别類，共分52門，是一本小而精的小説總集，在輯佚和校勘上有突出的作用，其中不知出處的有192條，保存了許多重要史料。由于作者王讜本人學識欠佳、工作草率，加上版本流傳問題，《唐語林》從内容到形式都出現了雜亂的情况。本書由周勛初進行校證和整理，用齊之鸞本、《歷代小史》本與《聚珍本》對校，還用宋元時人的總集、類書、别集、筆記多種進行校勘，對全書條目重作編排，糾正錯誤，理清混亂，極爲完善。,,2008,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154b0023a00157e
ff80808154b87f93015500f3602c7965,zhonghuajingdian,,,,東坡志林,(宋)蘇軾-撰;王松齡-點校,1981年9月北京中華書局,史實\北宋；逸聞軼事,y,y,y,,本書共5卷，上自元豐，下迄元符，歷二十年，内容頗爲豐富。其記叙人物故實諸篇，有足資參考者，而感事述懷之作，則别有意境性情，實爲晚明小品之濫觴。對于研究宋代歷史或文學的讀者，此書不無裨益。本次整理以涵芬樓校印趙刻五卷本爲底本，校以《百川》本、趙刻本、商刻本、《東坡七集》本、文瀾閣《庫》本、張刻本及《學津討原》本，較爲完善。,,1981,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015500f3602c7965
ff80808154a377100154abce3efb0508,zhonghuajingdian,,,,默記,(宋)王銍-撰;朱杰人-點校,1981年9月北京中華書局,史實\宋；逸聞軼事,y,y,y,,本書分上中下3卷，主要記載了北宋時期的朝野遺聞。由于作者尤長于國朝故事，所以本書保存了很多北宋時期的遺聞軼事，可以補正史之不足，對于研究宋代的歷史有一定的參考價值。本次點校以涵芬樓《宋元人説部書》爲底本，除了與《知不足齋叢書》本覆校一遍外，還用《學海類編》本、文瀾閣本對校，并參考了《説郛》本、《説庫》本及雲山書院刻本和張載華、瞿熙邦抄本，較爲完善。,,1981,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154abce3efb0508
ff80808154b87f9301550526e0d80d9c,zhonghuajingdian,,,,燕翼詒謀録,(宋)王栐-撰;誠剛-點校,1981年9月北京中華書局,掌故\宋,y,y,y,,本書共5卷，附録1卷，成書于寶慶丁亥年間。全書記載了宋朝的典章制度162條，主要是職官、選舉制度，也涉及食貨、兵刑、地理等多方面的情况。在時間上，起自建隆，迄于嘉祐。作者詳叙制度的沿革變遷，并議其得失。本書材料都采自國史、實録、寶訓、聖政等書，具有較高的史料價值。本次點校以百川學海本爲底本，對校《學津討原》《説郛》本，同時參校《宋會要輯稿》《長編》和其他文集、筆記等，較爲完善。,,1981,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f9301550526e0d80d9c
ff80808154a377100154a40d4b3936ea,zhonghuajingdian,,,,東軒筆録,(宋)魏泰-撰;李裕民-點校,1983年10月北京中華書局,史實\宋；逸聞軼事,y,y,y,,本書共15卷，佚文1卷，附録3卷，是記載北宋太祖至神宗六朝舊事的筆記。本書所記以仁宗、神宗兩朝事居多，由于作者常與上層人物交往，熟知内情，所記當時歷史尤其是王安石變法，有重要參考價值，在宋人筆記中屬于史料價值較高的一種。本次點校以嘉靖本爲底本，與《稗海》《四庫全書》《説郛》諸本對校，并參校《類説》《宋朝事實類苑》等書，又從各書中輯得佚文十六條，《續東軒筆録》一條，附于書後，較爲完善。,,1983,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154a40d4b3936ea
ff80808154a377100154af2666ed0ffb,zhonghuajingdian,,,,青箱雜記,(宋)吴處厚-撰;李裕民-點校,1985年5月北京中華書局,史實\北宋；逸聞軼事,y,y,y,,本書共10卷，附録3卷，多記宋及五代朝野雜事、詩話及掌故，書中所引魏野、李淑、王安國等當朝人物詩詞，多爲它書所未載，卷九詳記燕肅作蓮花漏之法，是研究科技史的寶貴資料。本次點校以《四庫全書》（文津閣本）爲底本，與《稗海》本、抄本、《筆記小説大觀》本、《説郛》本、夏敬觀校本等對校，并參校《類説》《宋朝事實類苑》《詩話總龜》等書，用力甚勤。,,1985,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154af2666ed0ffb
ff80808154b87f930155017156047ee3,zhonghuajingdian,,,,鶴林玉露,(宋)羅大經-撰;王瑞來-點校,1983年8月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共18卷，分甲乙丙三編，每編各六卷。其體例在詩話、語録、小説之間，詳于議論而略于考證，其議論很典型地帶有宋代理學家的鮮明特徵，其主旨是發明治道，表達了對南宋統治者偏安一隅的不滿和對百姓的同情。因作者所記大多親歷之事，故本書仍有一定的史料價值，其中記載了不少文人逸事，可視爲重要的文學史料。本次整理以日本慶安本爲底本，主要對校以十八卷本系統的日本寬文本、明活字本、明陸師道抄本和十六卷本系統的明謝天瑞校本、王叔承校本等諸本，還參校了叢書、類書，較爲完善。,,1983,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930155017156047ee3
ff80808154a377100154a5f12dcc4be7,zhonghuajingdian,,,,泊宅編,(宋)方勺-撰;許沛藻-點校;楊立揚-點校,1983年7月北京中華書局,史實\北宋；逸聞軼事,y,y,y,,本書收録了3卷本和10卷本兩種本子，二者既有重文，又有差異，又因《青溪寇軌》本自《泊宅編》析出，其後别有附録兩則，叙述方臘起義始末甚詳，史料價值頗高，故一并收入。本書是作者的一部見聞筆記，多載北宋末、南宋初朝野舊事，其中對于熙豐間財政狀况、黄鶴引詞牌以及某些醫藥的記述，從不同的角度爲今天研究宋史提供了資料。本次整理以《讀畫齋叢書本》爲底本，分别校以《稗海》《金華叢書》《嘯園叢書》3卷本，及《金華叢書》10卷本。《青溪寇軌》則用《金華叢書》本爲底本，校以《説郛》《古今説海》及《學海類編》本，另外還參校了其它相關書目，擇善而從。,,1983,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154a377100154a5f12dcc4be7
ff80808154b87f930155023862e566a4,zhonghuajingdian,,,,建炎以來朝野雜記,(宋)李心傳-撰;徐規-點校,2000年7月北京中華書局,典章制度\宋；事例,y,y,y,,本書分甲乙集，共40卷，專記宋室南渡以後高宗、孝宗、光宗、寧宗四朝的典章制度及其他有關史事。本書名曰雜記，體例實同會要，故與《繫年要録》相經緯。宋元間人，記述南宋前期史事多取材此書。本書有多種舊抄本流傳，多有可供校正《要録》記事失誤之處。本次點校以《適園叢書》本爲底本，并參校蕭本、殿本、閣本、《函海》本，又博取《繫年要録》《道命録》《兩朝綱目備要》等他書進行校正，同時從《輿地紀勝》《宋會要》等書中録出佚文二十一條附于書末，較爲完善。,,2000,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930155023862e566a4
ff80808154b87f930154d06532ba1032,zhonghuajingdian,,,,雲麓漫鈔,(宋)趙彦衛-撰;傅根清-點校,1996年8月北京中華書局,史實\南宋；逸聞軼事,y,y,y,,本書共15卷，是一部内容極其豐富的筆記體著作，記載了許多有關宋代及宋以前歷代政治、經濟、軍事、文化藝術、典章制度、地理沿革、人物事迹、風土人情、花草蟲魚以及陰陽五行、八卦圖讖等材料。作者隨感而發，于體裁、篇章結構等方面，絲毫不受約束。在宋代諸多筆記中，本書堪稱上乘之作。其價值體現在對唐宋各種史料的記載以及作者自身研究成果的反映。本次整理以十五卷本系統中抄寫較精較全的清吴焯抄本爲底本，主要校對以十五卷本系統的明姚咨抄本、清吴騫抄本、文淵閣抄本、《涉聞梓舊》本及四卷本系統諸本，還參校以《説郛》等叢書，并采用正史和有關文集、筆記作他校，較爲完善。,,1996,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f930154d06532ba1032
ff80808154b87f93015500fa0e327fe4,zhonghuajingdian,,,,師友談記,(宋)李廌-撰;孔凡禮-點校,2002年8月北京中華書局,史實\北宋；逸聞軼事,y,y,y,,本書未分卷，共61則，始撰于元祐八年，完成于同年。作者隨時把所見所聞所想記下來，根據作者提到的明確月日或明確可考的月日，大致可以推定每則或每若干則的記叙時間，故本書似實録。本書記及的師友有蘇軾、范祖禹、秦觀、孫敬之、吕元明、蘇轍等，既有文壇領袖，又有聲聞不彰之士，内容豐富，皆他書所未載，具有很高的學術價值。本次點校以《學津討原》本爲底本，校以宋本和《庫》本，參校以《苕溪漁隱叢話》《長編》等書，涵芬樓鉛印《説郛》録本書二十八條，亦據以參校，并擬定標題，以清眉目。,,2002,NO,http://www.gujilianhe.com/pages/productmetadata/form/list?id=ff80808154b87f93015500fa0e327fe4
