Primary_id,Primary_type,Title,Author,Edition,Collection,Notes,Volumes,Fulltext_Read,Fulltext_Search,Fulltext_Download,Image,OpenAccess,year_start,year_end,URL,Call number,Hollis
HYLRarebooks_2603,HYLRarebooks,韻補 :5卷 ,吳棫撰.,"時間:明, between 1465 and 1620,地點:China ,出版者:",經部，史部,"九行十七字, 左右雙邊, 白口, 無魚尾, 框高 18.6 x 12.8 公分.;; 附韻補書目.",5 v.,n,n,n,y,y,1465.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:3942929,T/5125/2345,7772146
HYLRarebooks_2604,HYLRarebooks,大明萬曆乙亥重刊改併五音類聚四聲篇 :15卷 ; 萬曆己丑重刊改併五音集韻 : 15卷 ,韓道昭撰.,"時間:明萬曆乙亥至己丑 3年至17年, 1575-1589,地點:China ,出版者:",經史子集叢部特大尺寸,"十行大十六字, 小三十二字, 四周雙邊, 白口, 雙魚尾, 框高 30.3 x 18.9 公分.",13 v.,n,n,n,y,y,1575.0,1589.0,http://nrs.harvard.edu/urn-3:FHCL:29598832,T/5125.9/4536.1,7772154
HYLRarebooks_2605,HYLRarebooks,重刋詳校篇海 :5卷 ,李登撰.,"時間:明萬曆36年(1608),地點:China ,出版者:",經部，史部,"10行小字30字, 左右雙邊, 白口, 單魚尾, 框高 22.9 x 15 公分.",5 v.,n,n,n,y,y,1608.0,1608.0,http://nrs.harvard.edu/urn-3:FHCL:4006526,T/5125.9/4536.2,7772156
HYLRarebooks_2606,HYLRarebooks,古今韻會舉要小補 :30卷 ,方日升撰 ; 李維楨校正.,"時間:明萬曆丙午 34年, 1606,地點:China ,出版者:周士顯",經部，史部,"八行小字雙行二十四字, 四周單邊, 白口, 單魚尾, 框高 20.8 x 13.9 公分.;; 明萬曆[丙午] [34年, 1606]周士顯刻重修本.",22 v.,n,n,n,y,y,1606.0,1606.0,http://nrs.harvard.edu/urn-3:FHCL:3988482,T/5127/0262,7772161
HYLRarebooks_2607,HYLRarebooks,洪武正韻高唐王篆書 :5卷 ,朱厚煐篆書 ; 沈大忠校.,"時間:明萬曆甲申 12年, 1584,地點:China ,出版者:四明沈大忠",經部，史部,"八行, 四周雙邊, 白口, 雙魚尾, 書口下記刻工及字数, 書口上刻""時習軒"", 框高 22.3 x 14.3 公分.;; 扉頁""乾隆五十八歲瓜爾佳氏贛篆書""篆書正韻"""".",5 v.,n,n,n,y,y,1584.0,1584.0,http://nrs.harvard.edu/urn-3:FHCL:3967590,T/5127/2907.2,7772168
HYLRarebooks_2608,HYLRarebooks,三台館仰止子考古詳訂遵韻海篇正宗 :20卷 ,余象斗纂 ; 李廷機校.,"時間:明萬曆戊戌 26年, 1598,地點:建陽 ,出版者:書林余氏雙峰堂",經部，史部,"九行上攔七字, 下欄十四字, 四周雙邊, 上白口, 下黑口, 框高 20.8 x 12 公分.;; 卷20末有牌記, 刋""萬曆戊戌春月余文台繡梓""",4 v.,n,n,n,y,y,1598.0,1598.0,http://nrs.harvard.edu/urn-3:FHCL:4596705,T/5127/8923,7772175
HYLRarebooks_2609,HYLRarebooks,重刊併音連聲韻學集成 :13卷 ; 直音篇 : 7卷 ,章黻撰 ; 陳世寶校.,"時間:明萬曆戊寅 6年, 1578,地點:China ,出版者:揚州知府虞德燁維揚資政左室",經部，史部,"姓氏後有牌記, 刋""萬曆戊寅孟夏梓扵維揚資政左室"";; 公文紙印本.;; 八行小字二十四字, 四周雙邊, 白口, 雙魚尾, 書口下有刻工及字數, 框高 23.6 x 14.1 公分.",20 v.,n,n,n,y,y,1578.0,1578.0,http://nrs.harvard.edu/urn-3:FHCL:4322273,T/5134/0432,7772178
HYLRarebooks_2610,HYLRarebooks,詩韻輯略 :5卷 ,[潘恩@CBDB@68303]撰.,"時間:明隆慶 i.e. between 1567 and 1572,地點:China ,出版者:",經部，史部,"八行小字二十四字, 左右雙邊, 線黑口, 單魚尾, 框高 20.8 x 14.2 公分.",5 v.,n,n,n,y,y,1567.0,1572.0,http://nrs.harvard.edu/urn-3:FHCL:3967595,T/5134/3663,7772181
HYLRarebooks_2611,HYLRarebooks,分韻四言對偶啟蒙 :不分卷 ,真德秀編 ; 蒙賢補韻 ; 史垂教删補. 音律啟蒙 : 5卷 / 吳默泉撰.,"時間:明萬曆丙午 34年, 1606,地點:China ,出版者:檇李周從龍六委齋",特選稿，鈔，孤本,"十行十八字, 四周雙邊, 白口, 單魚尾, 框高 20 x 14.9.",2 v.,n,n,n,y,y,1606.0,1606.0,http://nrs.harvard.edu/urn-3:FHCL:1581146,T/5134/4322,7772184
HYLRarebooks_2612,HYLRarebooks,鐫唐李瀚原本名蹟蒙求 :2卷 ; 鐫明俞文彬續編名蹟蒙求 : 1卷 ,李瀚撰 ; 俞文彬校釋並續編.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:檇李周從龍",特選稿，鈔，孤本,"鐫唐李瀚原本名蹟蒙求, 存卷上.;; 十行八字及二二字, 四周雙邊, 白口, 單魚尾, 框高 19.7 x 15.",2 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:1204739,T/5161/4432,7772187
HYLRarebooks_2613,HYLRarebooks,麗句集 :6卷 ,許之吉選 ; 廖孔悦定.,"時間:明天啓 i.e. between 1621 and 1627,地點:China ,出版者:",子部,"九行十九字, 四周單邊, 白口, 無魚尾, 框高 20.5 x 13.1.",12 v.,n,n,n,y,y,1621.0,1627.0,http://nrs.harvard.edu/urn-3:FHCL:26822587,T/5209/0434,7772188
HYLRarebooks_2614,HYLRarebooks,五字經註解.,"Hartwell, C.$$q(Charles),$$d1825-1905.","時間:同治10 (1871),地點:Foochow ,出版者:太平街福音堂",基督教傳教士文獻,"Manuscript note on cover: Five character classic with commentary, by C. Hartwell, 1871.",18 double leaves ;$$c17 cm.,n,n,n,y,y,1871.0,1871.0,http://nrs.harvard.edu/urn-3:FHCL:30886545,TA/1980.5/36.3,7772829
HYLRarebooks_2615,HYLRarebooks,劉子文心雕龍 :2卷 ,"劉勰撰 ; 楊慎, 曹學佺等評 ; 附註2卷 / 梅慶生撰.","時間:明, between 1465 and 1620,地點:China ,出版者:閔繩初",集部,"九行十九字, 四周單邊, 白口, 無魚尾, 中無直格, 書眉上刻評, 框高 20.8 x 14.4.",6 v.,n,n,n,y,y,1465.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11689980,T/5212/7243,7772934
HYLRarebooks_2616,HYLRarebooks,詩話類編 :32卷 ,王昌會纂輯.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:s.n.",集部,"九行二十字, 四周單邊, 白口, 單魚尾, 框高 22.3 x 13.4.",32 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11586718,T/5213/1168,7772936
HYLRarebooks_2617,HYLRarebooks,名家詩法彙編 :10卷 ,朱紱等編校.,"時間:明萬曆丁丑 5年, 1577,地點:China ,出版者:s.n.",集部,"十行二一字, 四周雙邊, 白口, 無魚尾, 框高 19.8 x 12.8.;; 按此書據楊成(明), 黄省曽(明), 王用章(明)編集之名家詩法及王柏(宋)所選輯之詩凖, 詩翼校編而成.",4 v.,n,n,n,y,y,1577.0,1577.0,http://nrs.harvard.edu/urn-3:FHCL:11689997,T/5213/230,7772941
HYLRarebooks_2618,HYLRarebooks,"詩藪 :內編 : 6卷, 外編 : 6卷, 雜編 : 6卷, 續編 : 2卷 ",[胡應麟@CBDB@34738]撰 ; 黄衍相等仝校.,"時間:明, between 1465 and 1620,地點:China ,出版者:s.n.",集部,"序旨頁書口下端題豫章楊文刻.;; 九行二十字, 四周單邊, 白口, 單魚尾, 框高 20.6 x 14.",10 v.,n,n,n,y,y,1465.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11691836,T/5213/4200,7772944
HYLRarebooks_2619,HYLRarebooks,詩學權輿 :22卷 ,黄溥編.,"時間:明成化己丑 5年, 1469,地點:China ,出版者:s.n.",集部,"存卷1至2.;; 十行二十一字, 四周雙邊, 黑口, 雙魚尾, 框高 21 x 13.2.",2 v.,n,n,n,y,y,1469.0,1469.0,http://nrs.harvard.edu/urn-3:FHCL:11815308,T/5213/4834,7772945
HYLRarebooks_2620,HYLRarebooks,"精選古今名賢叢話詩林廣記 :10卷, 後集 : 10卷 ",蔡正孫編.,"時間:明弘治10 (1497),地點:China ,出版者:張鼐",集部,"十行二十字, 四周單邊, 白口, 雙魚尾, 框高(卷3) 21.9 x 14.",5 v.,n,n,n,y,y,1497.0,1497.0,http://nrs.harvard.edu/urn-3:FHCL:11815310,T/5213/4911,7772948
HYLRarebooks_2621,HYLRarebooks,"詩譚 :10卷, 續錄 : 1卷 ",葉廷秀輯評 ; 胡正心等較訂.,"時間:明崇禎乙亥 8年, 1635,地點:China ,出版者:胡氏十竹齋",集部,"八行十八字, 四周單邊, 白口, 單魚尾, 書眉上刻評, 書口下刋「十竹齋」, 框高 20.5 x 13.6.",7 v.,n,n,n,y,y,1635.0,1635.0,http://nrs.harvard.edu/urn-3:FHCL:11815315,T/5213/4912,7772949
HYLRarebooks_2622,HYLRarebooks,"増修詩話總龜 :48卷, 後集 : 50卷 ",阮閱編 ; 程珖校.,"時間:明嘉靖癸卯 22年, 1543,地點:China ,出版者:宗室月窗道人",集部,"清瞿鴻禨題識民國丁福保跋.;; 十一行二二字, 四周單邊, 白口, 單魚尾, 框高 17.2 x 12.9.",10 v.,n,n,n,y,y,1543.0,1543.0,http://nrs.harvard.edu/urn-3:FHCL:11691867,T/5213/7171,7772971
HYLRarebooks_2623,HYLRarebooks,唐詩紀事 :81卷 ,[計有功@CBDB@432]編.,"時間:明嘉靖乙巳 24年, 1545,地點:China ,出版者:張子立",集部,"十行二一字, 四周單邊, 白口, 無魚尾, 框高 19.4 x 12.6.",24 v.,n,n,n,y,y,1545.0,1545.0,http://nrs.harvard.edu/urn-3:FHCL:11811955,T/5214.4/0441,7772975
HYLRarebooks_2624,HYLRarebooks,詩詞雜俎 :14種24卷 ,[毛晉@CBDB@54562]編.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",12 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743746,T/5235/2116,7772989
HYLRarebooks_2625,HYLRarebooks,衆妙集 :1卷 ,趙師秀輯.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",2 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743746,T/5235/2116/(1-2),7772990
HYLRarebooks_2626,HYLRarebooks,翦綃集 :2卷 ,李Gong撰.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",1 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743748,T/5235/2116/(3),7772991
HYLRarebooks_2627,HYLRarebooks,石湖詩集 :1卷 ,[范成大@CBDB@7211]撰.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",1 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743749,T/5235/2116/(4),7772992
HYLRarebooks_2628,HYLRarebooks,月泉吟社 :1卷 ,吳渭輯.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",2 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3942343,T/5235/2116/(4-5),7772993
HYLRarebooks_2629,HYLRarebooks,谷音 :2卷 ,[杜本@CBDB@27973]輯.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",2 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743751,T/5235/2116/(6-7),7772994
HYLRarebooks_2630,HYLRarebooks,河汾諸老詩集 :8卷 ,[房祺@CBDB@30197]輯.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",2 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743753,T/5235/2116/(8-9),7772996
HYLRarebooks_2631,HYLRarebooks,三家宮詞 :3卷 ,毛晉輯.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",1 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743755,T/5235/2116/(10),7772997
HYLRarebooks_2632,HYLRarebooks,二家宮詞 :2卷 ,毛晉輯.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",1 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743756,T/5235/2116/(11),7772998
HYLRarebooks_2633,HYLRarebooks,漱玉詞 :1卷 ,李淸照撰.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,"八行十九字(間有十八字), 左右雙邊, 白口, 無魚尾, 書口下刋""汲古閣""或""綠君亭""",1 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3743757,T/5235/2116/(12),7772999
HYLRarebooks_2634,HYLRarebooks,斷腸詞 :1卷 ,朱淑眞撰.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,,1 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3942694,T/5235/2116/(12),7773000
HYLRarebooks_2635,HYLRarebooks,龍輔女紅餘志 :2卷 ,龍輔撰.,"時間:明天啓崇禎間 i.e. between 1621 and 1644,地點:China ,出版者:毛氏汲古閣",經部，史部,,1 v.,n,n,n,y,y,1621.0,1644.0,http://nrs.harvard.edu/urn-3:FHCL:3942696,T/5235/2116/(12),7773001
HYLRarebooks_2636,HYLRarebooks,"漢魏諸名家集 :21種 : 124卷, 附1種 : 8卷 ",汪士賢輯校.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,"九行二十字, 左右雙邊, 間有四周單邊, 白口, 單魚尾, 框高 20 x 13.6.",24 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809160,T/5235.2/3147,7773005
HYLRarebooks_2637,HYLRarebooks,董仲舒集 :1卷 ,董仲舒撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809160,T/5235.2/3147/(1),7773007
HYLRarebooks_2638,HYLRarebooks,司馬長卿集 :1卷 ,司馬相如撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809160,T/5235.2/3147/(1),7773008
HYLRarebooks_2639,HYLRarebooks,東方先生集 :1卷 ,東方朔撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809161,T/5235.2/3147/(2),7773009
HYLRarebooks_2640,HYLRarebooks,"聖敎史記 :[古代]3卷, 中世代5卷, 近世代1卷 ",謝衛樓著.,"時間:1903-1915.,地點:上海 ,出版者:美華書館",基督教傳教士文獻,,3 v. ;$$c25 cm.,n,n,n,y,y,1903.0,1915.0,http://nrs.harvard.edu/urn-3:FHCL:31144376,TA/1982/80,7773417
HYLRarebooks_2641,HYLRarebooks,揚子雲集 :3卷 ,揚雄撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809161,T/5235.2/3147/(2),7773463
HYLRarebooks_2642,HYLRarebooks,蔡中郎集 :8卷 ,[蔡邕@CBDB@135023]撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809162,T/5235.2/3147/(3),7773464
HYLRarebooks_2643,HYLRarebooks,曹子建集 :10卷 ,[曹植@CBDB@30270]撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809163,T/5235.2/3147/(4),7773466
HYLRarebooks_2644,HYLRarebooks,顔延之集 :1卷 ,顔延之撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809164,T/5235.2/3147/(5),7773478
HYLRarebooks_2645,HYLRarebooks,晋二俊文集 :2種 ,徐民瞻輯 ; 汪士賢校.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,2 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809164,T/5235.2/3147/(5-6),7773481
HYLRarebooks_2646,HYLRarebooks,陶靖節集 :10卷 ,[陶潛@CBDB@3835]撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,2 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809166,T/5235.2/3147/(7-8),7773482
HYLRarebooks_2647,HYLRarebooks,潘黃門集 :6卷 ,潘岳撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809168,T/5235.2/3147/(9),7773484
HYLRarebooks_2648,HYLRarebooks,謝康樂集 :4卷 ,謝靈運撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809169,T/5235.2/3147/(10),7773486
HYLRarebooks_2649,HYLRarebooks,謝宣城集 :5卷 ,謝朓撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809170,T/5235.2/3147/(11),7773487
HYLRarebooks_2650,HYLRarebooks,謝惠連集 :1卷 ,謝惠連撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809170,T/5235.2/3147/(11),7773488
HYLRarebooks_2651,HYLRarebooks,嵇中散集 :10卷 ,嵇康撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809171,T/5235.2/3147/(12),7773490
HYLRarebooks_2652,HYLRarebooks,任彥升集 :6卷 ,[任昉@CBDB@30841]撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809172,T/5235.2/3147/(13),7773491
HYLRarebooks_2653,HYLRarebooks,陶貞白集 :2卷 ,陶弘景撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809173,T/5235.2/3147/(14),7773495
HYLRarebooks_2654,HYLRarebooks,江文通文集 :10卷 ,江淹撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,2 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809173,T/5235.2/3147/(14-15),7773496
HYLRarebooks_2655,HYLRarebooks,阮嗣宗集 :2卷 ,[阮籍@CBDB@29615]撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809175,T/5235.2/3147/(16),7773498
HYLRarebooks_2656,HYLRarebooks,庾開府集 :12卷 ,庾信撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,2 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809176,T/5235.2/3147/(17-18),7773499
HYLRarebooks_2657,HYLRarebooks,鮑明遠集 :10卷 ,[鮑照@CBDB@120217]撰.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,1 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809178,T/5235.2/3147/(19),7773500
HYLRarebooks_2658,HYLRarebooks,"白玉蟾集 :6卷, 續集 : 2卷 ",葛長庚撰 ; 朱權重編.,"時間:明萬曆 i.e. between 1573 and 1620,地點:China ,出版者:葛寅亮",集部,,5 v.,n,n,n,y,y,1573.0,1620.0,http://nrs.harvard.edu/urn-3:FHCL:11809179,T/5235.2/3147/(20-24),7773501
HYLRarebooks_2659,HYLRarebooks,前唐十二家詩 :24卷 ,許自昌編校.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,"Imprint date from preface.;; 九行十九字, 左右雙邊, 白口, 單魚尾, 框高 22 x 13.9.",16 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892644,T/5235.4/0426,7773505
HYLRarebooks_2660,HYLRarebooks,王勃集 :2卷 ,[王勃@CBDB@30982]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,1 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892644,T/5235.4/0426/(1),7773508
HYLRarebooks_2661,HYLRarebooks,楊炯集 :2卷 ,楊炯撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,1 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892645,T/5235.4/0426/(2),7773509
HYLRarebooks_2662,HYLRarebooks,盧照鄰集 :2卷 ,[盧照鄰@CBDB@33651]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,1 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892646,T/5235.4/0426/(3),7773510
HYLRarebooks_2663,HYLRarebooks,駱賓王集 :2卷 ,[駱賓王@CBDB@31143]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,1 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892647,T/5235.4/0426/(4),7773511
HYLRarebooks_2664,HYLRarebooks,陳子昂集 :2卷 ,[陳子昂@CBDB@31322]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,1 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892648,T/5235.4/0426/(5),7773512
HYLRarebooks_2665,HYLRarebooks,杜審言集 :2卷 ,[杜審言@CBDB@32593]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,1 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892649,T/5235.4/0426/(6),7773513
HYLRarebooks_2666,HYLRarebooks,沈佺期集 :2卷 ,[沈佺期@CBDB@32198]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,2 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892649,T/5235.4/0426/(6-7),7773515
HYLRarebooks_2667,HYLRarebooks,宋之問集 :2卷 ,[宋之問@CBDB@31560]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,1 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892651,T/5235.4/0426/(8),7773516
HYLRarebooks_2668,HYLRarebooks,孟浩然集 :2卷 ,[孟浩然@CBDB@93956]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,2 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892652,T/5235.4/0426/(9-10),7773518
HYLRarebooks_2669,HYLRarebooks,王摩詰集 :2卷 ,王維撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,2 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892654,T/5235.4/0426/(11-12),7773519
HYLRarebooks_2670,HYLRarebooks,高常侍集 :2卷 ,[高適@CBDB@30851]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,2 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892656,T/5235.4/0426/(13-14),7773520
HYLRarebooks_2671,HYLRarebooks,岑嘉州集 :2卷 ,[岑參@CBDB@32583]撰.,"時間:1603?,地點:China ,出版者:菲玉軒",集部,Imprint date from preface.,2 v.,n,n,n,y,y,1603.0,1603.0,http://nrs.harvard.edu/urn-3:FHCL:11892658,T/5235.4/0426/(15-16),7773523
HYLRarebooks_2672,HYLRarebooks,瀋國勉學書院集 :15卷 ,朱珵堯輯 ; 朱效鏞續輯.,"時間:明崇禎元年 (1628),地點:瀋藩 ,出版者:勉學書院",集部,"八行十八字, 四周單邊, 白口, 單魚尾, 書口上方刻「勉學書院集」, 框高 21.6 x 14.5.",8 v.,n,n,n,y,y,1628.0,1628.0,http://nrs.harvard.edu/urn-3:FHCL:11936698,T/5235.7/2914,7773526
HYLRarebooks_2673,HYLRarebooks,皇明十六名家小品 :32卷 ,陸雲龍評選.,"時間:明崇禎癸酉 6年, 1633,地點:China :$$b陸雲龍 ;杭州 ,出版者:陸雲龍 ;杭州 :$$b崢霄舘",集部,"書名前冠: 翠娛閣評選.;; 九行十九字, 四周單邊, 白口, 無魚尾, 書眉上刻評, 框高 20.4 x 13.",20 v.,n,n,n,y,y,1633.0,1633.0,http://nrs.harvard.edu/urn-3:FHCL:11938743,T/5235.7/7110,7773545
